10,agg0,agg_time,53155
10,agg0,sum_size,6576
10,agg0,avg_size,505
10,agg0,abs_time,0.31
10,agg0,rel_time,0.0
10,agg1,agg_time,82717
10,agg1,sum_size,93720
10,agg1,avg_size,46860
10,agg1,abs_time,1.011
10,agg1,rel_time,0.988
10,agg2,agg_time,86987
10,agg2,sum_size,16800
10,agg2,avg_size,8400
10,agg2,abs_time,0.0
10,agg2,rel_time,0.0
10,agg3,agg_time,54071
10,agg3,sum_size,10976
10,agg3,avg_size,844
10,agg3,abs_time,0.0
10,agg3,rel_time,0.309
50,agg0,agg_time,51071
50,agg0,sum_size,11824
50,agg0,avg_size,909
50,agg0,abs_time,0.0
50,agg0,rel_time,0.332
50,agg1,agg_time,90716
50,agg1,sum_size,460280
50,agg1,avg_size,230140
50,agg1,abs_time,1.9989999999999999
50,agg1,rel_time,3.333
50,agg2,agg_time,88104
50,agg2,sum_size,27480
50,agg2,avg_size,13740
50,agg2,abs_time,0.0
50,agg2,rel_time,0.6669999999999999
50,agg3,agg_time,61070
50,agg3,sum_size,16224
50,agg3,avg_size,1248
50,agg3,abs_time,0.0
50,agg3,rel_time,0.333
100,agg0,agg_time,52214
100,agg0,sum_size,17312
100,agg0,avg_size,1331
100,agg0,abs_time,0.0
100,agg0,rel_time,0.345
100,agg1,agg_time,84064
100,agg1,sum_size,917336
100,agg1,avg_size,458668
100,agg1,abs_time,3.6670000000000003
100,agg1,rel_time,6.335
100,agg2,agg_time,80893
100,agg2,sum_size,39928
100,agg2,avg_size,19964
100,agg2,abs_time,0.0
100,agg2,rel_time,0.669
100,agg3,agg_time,53772
100,agg3,sum_size,21712
100,agg3,avg_size,1670
100,agg3,abs_time,0.0
100,agg3,rel_time,0.335
500,agg0,agg_time,52260
500,agg0,sum_size,109040
500,agg0,avg_size,4361
500,agg0,abs_time,0.0
500,agg0,rel_time,4.3309999999999995
500,agg1,agg_time,81187
500,agg1,sum_size,4581368
500,agg1,avg_size,2290684
500,agg1,abs_time,20.005
500,agg1,rel_time,31.667
500,agg2,agg_time,82187
500,agg2,sum_size,230096
500,agg2,avg_size,115048
500,agg2,abs_time,0.0
500,agg2,rel_time,4.332
500,agg3,agg_time,52980
500,agg3,sum_size,115344
500,agg3,avg_size,4613
500,agg3,abs_time,0.0
500,agg3,rel_time,4.321000000000001
1000,agg0,agg_time,46390
1000,agg0,sum_size,355936
1000,agg0,avg_size,8277
1000,agg0,abs_time,0.0
1000,agg0,rel_time,22.989
1000,agg1,agg_time,79694
1000,agg1,sum_size,9185192
1000,agg1,avg_size,4592596
1000,agg1,abs_time,40.321999999999996
1000,agg1,rel_time,66.0
1000,agg2,agg_time,79446
1000,agg2,sum_size,722488
1000,agg2,avg_size,361244
1000,agg2,abs_time,0.0
1000,agg2,rel_time,16.656000000000002
1000,agg3,agg_time,51522
1000,agg3,sum_size,365112
1000,agg3,avg_size,8490
1000,agg3,abs_time,0.0
1000,agg3,rel_time,16.975
5000,agg0,agg_time,46871
5000,agg0,sum_size,2214008
5000,agg0,avg_size,40254
5000,agg0,abs_time,0.0
5000,agg0,rel_time,103.98
5000,agg1,agg_time,90015
5000,agg1,sum_size,45796152
5000,agg1,avg_size,22898076
5000,agg1,abs_time,332.66499999999996
5000,agg1,rel_time,676.0
5000,agg2,agg_time,111623
5000,agg2,sum_size,4339416
5000,agg2,avg_size,2169708
5000,agg2,abs_time,0.34299999999999997
5000,agg2,rel_time,173.99200000000002
5000,agg3,agg_time,71560
5000,agg3,sum_size,2225032
5000,agg3,avg_size,40455
5000,agg3,abs_time,0.0
5000,agg3,rel_time,139.04
10000,agg0,agg_time,65509
10000,agg0,sum_size,4814800
10000,agg0,avg_size,80246
10000,agg0,abs_time,0.0
10000,agg0,rel_time,296.863
10000,agg1,agg_time,90672
10000,agg1,sum_size,91518784
10000,agg1,avg_size,45759392
10000,agg1,abs_time,405.56399999999996
10000,agg1,rel_time,633.375
10000,agg2,agg_time,87745
10000,agg2,sum_size,9344440
10000,agg2,avg_size,4672220
10000,agg2,abs_time,0.333
10000,agg2,rel_time,239.914
10000,agg3,agg_time,57372
10000,agg3,sum_size,4826568
10000,agg3,avg_size,80442
10000,agg3,abs_time,0.0
10000,agg3,rel_time,264.88800000000003
15000,agg0,agg_time,51422
15000,agg0,sum_size,7455136
15000,agg0,avg_size,120244
15000,agg0,abs_time,0.0
15000,agg0,rel_time,407.835
15000,agg1,agg_time,84713
15000,agg1,sum_size,137330192
